Obs,experiment,year,treatment,plot,subplot_id,id,date,flowering_time
95,DN13,2013,dense,31,31096,RIL_017,06/11/2013,40
96,DN13,2013,dense,31,31098,RIL_143,06/08/2013,36
97,DN13,2013,dense,31,31099,RIL_123,06/11/2013,38
98,DN13,2013,dense,31,31100,RIL_098,06/11/2013,38
99,DN13,2013,dense,31,31101,RIL_051,06/08/2013,36
100,DN13,2013,dense,31,31102,RIL_055,06/06/2013,34
101,DN13,2013,dense,31,31103,RIL_219,06/10/2013,38
102,DN13,2013,dense,31,31104,RIL_148,06/11/2013,39
103,DN13,2013,dense,31,31105,RIL_215,06/29/2013,57
104,DN13,2013,dense,31,31106,RIL_069,06/10/2013,38
105,DN13,2013,dense,31,31107,RIL_022,06/17/2013,44
106,DN13,2013,dense,31,31108,RIL_168,06/12/2013,40
107,DN13,2013,dense,31,31109,RIL_182,06/18/2013,46
108,DN13,2013,dense,31,31110,RIL_204,06/11/2013,39
109,DN13,2013,dense,31,31111,RIL_089,06/17/2013,45
110,DN13,2013,dense,31,31112,RIL_176,06/13/2013,41
111,DN13,2013,dense,31,31113,RIL_091,06/06/2013,34
112,DN13,2013,dense,31,31114,RIL_140,06/12/2013,40
113,DN13,2013,dense,31,31115,RIL_002,06/07/2013,35
114,DN13,2013,dense,31,31116,RIL_211,06/13/2013,41
115,DN13,2013,dense,31,31117,RIL_102,06/07/2013,35
116,DN13,2013,dense,31,31118,RIL_030,06/13/2013,41
117,DN13,2013,dense,31,31119,RIL_071,06/25/2013,51
